CCDBF,CCL Industries reports Q1 results,"Wed, May 15, 7:13 AM"
AEIS,Advanced Energy to buy Artesyn Embedded Power in $400M deal,"Wed, May 15, 7:11 AM"
,Gundlach sees `extremely high' probability of recession within 2 years,"Wed, May 15, 7:11 AM"
ACIU,AC Immune reports Q1 results,"Wed, May 15, 7:10 AM"
CVET,"Covetrus misses by $0.31, misses on revenue","Wed, May 15, 7:08 AM"
BABA,"Alibaba beats by $0.33, beats on revenue","Wed, May 15, 7:06 AM"
DCAR,DropCar reports Q1 results,"Wed, May 15, 7:06 AM"
DSNKY,Daiichi receives opposite votes from FDA Ad Com review of two NDAs,"Wed, May 15, 7:05 AM"
ACY,Aerocentury EPS of -$0.85,"Wed, May 15, 7:05 AM"
QMCI,QuoteMedia reports Q1 results,"Wed, May 15, 7:04 AM"
PLCE,"Children's Place Retail Stores beats by $0.86, beats on revenue","Wed, May 15, 7:03 AM"
CHRA,"Charah Solutions misses by $0.04, beats on revenue","Wed, May 15, 7:03 AM"
VBLT,"VBL Therapeutics misses by $0.06, misses on revenue","Wed, May 15, 7:01 AM"
QSR,Restaurant Brands sets growth target,"Wed, May 15, 7:01 AM"
,Mortgage applications edge lower,"Wed, May 15, 7:01 AM"
DNTUF,Dentsu reports Q1 results,"Wed, May 15, 7:00 AM"
,On the hour,"Wed, May 15, 7:00 AM"
KDDIF,KDDI reports FY results,"Wed, May 15, 6:55 AM"
BIIB,Britain's cost watchdog on board with Biogen's Spinraza,"Wed, May 15, 6:53 AM"
NFE,"New Fortress Energy LLC misses by $0.80, misses on revenue","Wed, May 15, 6:52 AM"
SBSNF,Schibsted ASA reports Q1 results,"Wed, May 15, 6:48 AM"
RDY,Dr. Reddy's launches Daptomycin for Injection in U.S.,"Wed, May 15, 6:48 AM"
PFE,FDA OKs Bavencio + Inlyta for kidney cancer,"Wed, May 15, 6:47 AM"
TSG,"Stars Group misses by $0.05, misses on revenue","Wed, May 15, 6:44 AM"
EGHSF,"Enghouse Systems acquires Vidyo, Inc.","Wed, May 15, 6:44 AM"
FB,Facebook introduces 'one-strike' policy,"Wed, May 15, 6:42 AM"
CODX,Co-Diagnostics misses by $0.05,"Wed, May 15, 6:42 AM"
JAGGF,Jaguar Mining misses by $0.02,"Wed, May 15, 6:40 AM"
POEFF,Pan Orient Energy reports Q1 results,"Wed, May 15, 6:38 AM"
ACB,Aurora Cannabis down 3% on Q3 results,"Wed, May 15, 6:37 AM"
KWBT,Kiwa Bio-Tech Products reports Q1 results,"Wed, May 15, 6:35 AM"
VERU,"Veru EPS in-line, beats on revenue","Wed, May 15, 6:31 AM"
KBR,KBR awarded FEED contract for Oman LNG's debottlenecking project,"Wed, May 15, 6:21 AM"
,EU split over how to deal with Italy,"Wed, May 15, 6:21 AM"
GFASY,Gafisa S.A. reports Q1 results,"Wed, May 15, 6:21 AM"
CPA,Copa Holdings announces April traffic,"Wed, May 15, 6:17 AM"
MUFG,Mitsubishi UFJ Financial Group reports FY results,"Wed, May 15, 6:11 AM"
CZR,"Caesars Entertainment to sell its interest in Emerald Resort & Casino to Peermont Hotels, Casinos and Resorts","Wed, May 15, 6:09 AM"
BYD.CA,Boyd Group Income Fund reports Q1 results,"Wed, May 15, 6:06 AM"
CPHI,China Pharma reports Q1 results,"Wed, May 15, 6:04 AM"
IGEN,iGen Networks reports Q1 results,"Wed, May 15, 6:04 AM"
NNDM,"Nano Dimension beats by $0.11, beats on revenue","Wed, May 15, 6:04 AM"
KOD,Kodiak Sciences beats by $0.10,"Wed, May 15, 6:02 AM"
ERJ,"Embraer S.A. misses by $0.26, misses on revenue","Wed, May 15, 6:02 AM"
CYRN,"Cyren EPS in-line, beats on revenue","Wed, May 15, 6:01 AM"
,Asian markets higher following a positive close overnight on Wall Street,"Wed, May 15, 6:00 AM"
TCEHY,Tencent Holding reports Q1 results,"Wed, May 15, 5:58 AM"
GELYY,Lots of talk about cars,"Wed, May 15, 5:56 AM"
TSEM,"Tower Semiconductor EPS in-line, beats on revenue","Wed, May 15, 5:51 AM"
FGRRF,Fingerprint Cards AB reports Q1 results,"Wed, May 15, 5:48 AM"
DMPI,DelMar Pharmaceuticals reports Q3 results,"Wed, May 15, 5:41 AM"
PPDF,"PPDAI Group beats by $0.14, beats on revenue","Wed, May 15, 5:37 AM"
WISA,Summit Wireless Technologies beats on revenue,"Wed, May 15, 5:34 AM"
SPY,Futures turn modestly lower (updated),"Wed, May 15, 5:31 AM"
USO,IEA cuts oil demand outlook,"Wed, May 15, 5:03 AM"
FXB,Date set for next Brexit deal vote,"Wed, May 15, 4:52 AM"
BYND,Beyond Meat shares still on fire,"Wed, May 15, 4:32 AM"
SPACE,Starlink broadband network ready for takeoff,"Wed, May 15, 4:23 AM"
MSFT,Microsoft warns of major computer bug,"Wed, May 15, 3:58 AM"
JKPTF,JPJ Group reports Q1 results,"Wed, May 15, 3:45 AM"
UNCFF,UniCredit eyeing bid for Germany's Commerzbank,"Wed, May 15, 3:44 AM"
SRBIF,Serabi Gold reports Q1 results,"Wed, May 15, 3:43 AM"
ELRFF,Eastern Platinum reports Q1 results,"Wed, May 15, 3:40 AM"
WMT,Walmart weighs IPO for U.K. arm Asda,"Wed, May 15, 3:37 AM"
CLWT,Euro Tech Holdings reports FY results,"Wed, May 15, 3:35 AM"
SYZLF,Sylogist beats on revenue,"Wed, May 15, 3:33 AM"
ABCAF,Athabasca Minerals reports Q1 results,"Wed, May 15, 3:31 AM"
TITXF,Titan Medical&nbsp; reports Q1 results,"Wed, May 15, 3:29 AM"
DRUNF,Dream Unlimited reports Q1 results,"Wed, May 15, 3:27 AM"
NOK,U.S. telecoms prepare for Huawei ban,"Wed, May 15, 3:26 AM"
TMIAF,TriMetals Mining reports Q1 results,"Wed, May 15, 3:26 AM"
KWWMF,Kew Media Group reports Q1 results,"Wed, May 15, 3:24 AM"
RTTR,Ritter Pharmaceuticals beats by $0.12,"Wed, May 15, 3:23 AM"
AVPFF,Avcorp reports Q1 results,"Wed, May 15, 3:21 AM"
BRBMF,Big Rock Brewery reports Q1 results,"Wed, May 15, 3:19 AM"
LFDEF,UrtheCast reports Q1 results,"Wed, May 15, 3:18 AM"
HCMLY,LafargeHolcim reports Q1 results,"Wed, May 15, 3:15 AM"
,Iran nuclear deal coming to an end,"Wed, May 15, 3:15 AM"
GHIFF,Gamehost reports Q1 results,"Wed, May 15, 3:11 AM"
PERI,"Perion Network beats by $0.09, misses on revenue","Wed, May 15, 3:10 AM"
INNTY,Innate Pharma ADR reports Q1 results,"Wed, May 15, 3:09 AM"
NWPIF,ClearStream Energy Services reports Q1 results,"Wed, May 15, 3:07 AM"
CGGYY,CGG reports Q1 results,"Wed, May 15, 3:06 AM"
ELP,Companhia Paranaense de Energia reports Q1 results,"Wed, May 15, 2:49 AM"
EXETF,Extendicare reports Q1 results,"Wed, May 15, 2:46 AM"
LGORF,Largo Resources reports Q1 results,"Wed, May 15, 2:42 AM"
FTPLF,Fortress Paper reports Q1 results,"Wed, May 15, 2:42 AM"
ACB,"Aurora  Cannabis misses by C$0.10, misses on revenue","Wed, May 15, 2:40 AM"
,Wednesday's economic calendar,"Wed, May 15, 12:00 AM"
LM,Trian may wage proxy fight at Legg Mason - WSJ,"Tue, May 14, 10:25 PM"
NSANY,"Nikkei withdraws Nissan production-cut story, apologizes","Tue, May 14, 8:39 PM"
ROAN,Roan Resources misses in Q1 where it boosted boe production 30%,"Tue, May 14, 7:01 PM"
SYZLF,Sylogist declares CAD 0.095 dividend,"Tue, May 14, 6:59 PM"
,Werner declares $3.75 dividend,"Tue, May 14, 6:58 PM"
,Werner declares $0.09 dividend,"Tue, May 14, 6:56 PM"
TGODF,"Green Organic Dutchman Holdings EPS in-line, beats on revenue","Tue, May 14, 6:53 PM"
TWNK,Hostess -1.7% on holder's 8M-share offering,"Tue, May 14, 6:51 PM"
ROAN,"Roan Resources misses by $0.04, misses on revenue","Tue, May 14, 6:50 PM"
JKS,JinkoSolar -6.2% as it proposes 3.75M-share offering of ADS,"Tue, May 14, 6:25 PM"
SRMLF,Storm Resources reports Q1 results,"Tue, May 14, 6:07 PM"
CRFQF,Zedcor Energy reports Q1 results,"Tue, May 14, 6:07 PM"
SNWHF,Sunwah International reports Q3 results,"Tue, May 14, 6:05 PM"
SALM,Salem Media declares $0.065 dividend,"Tue, May 14, 6:04 PM"
GBRRF,Gabriel Resources reports Q1 results,"Tue, May 14, 6:02 PM"
RBAZ,Republic Bank of Arizona declares $0.28 dividend,"Tue, May 14, 6:02 PM"
,Auburn National declares $0.25 dividend,"Tue, May 14, 6:01 PM"
,On the hour,"Tue, May 14, 6:00 PM"
JNPR,Juniper Networks adds two execs to board,"Tue, May 14, 5:57 PM"
,Northrop Grumman declares $1.32 dividend,"Tue, May 14, 5:56 PM"
IPMLF,Imperial Metals reports Q1 results,"Tue, May 14, 5:53 PM"
TSCEF,Toscana Energy Income Corporation reports Q1 results,"Tue, May 14, 5:50 PM"
PANL,"Pangaea Logistics beats by $0.02, misses on revenue","Tue, May 14, 5:48 PM"
ENT,"Global Eagle beats top-line consensus, names CFO; shares +39%","Tue, May 14, 5:43 PM"
EPSN,Epsilon Energy reports Q1 results,"Tue, May 14, 5:39 PM"
TBTC,Table Trac reports Q1 results,"Tue, May 14, 5:36 PM"
,"A, ACB, EGHT and TLRY among notable after hour movers","Tue, May 14, 5:36 PM"
ASCMA,"Ascent Capital beats by $0.65, beats on revenue","Tue, May 14, 5:35 PM"
,Notable earnings after Wednesday’s close,"Tue, May 14, 5:35 PM"
TRQ,Turquiose Hill Resources Q1 2019 Earnings Preview,"Tue, May 14, 5:35 PM"
NTES,NetEase Q1 2019 Earnings Preview,"Tue, May 14, 5:35 PM"
NTES,NetEase Q1 2019 Earnings Preview,"Tue, May 14, 5:35 PM"
FLO,Flowers Foods Q1 2019 Earnings Preview,"Tue, May 14, 5:35 PM"
JACK,Jack In The Box Q2 2019 Earnings Preview,"Tue, May 14, 5:35 PM"
ZTO,ZTO Express Q1 2019 Earnings Preview,"Tue, May 14, 5:35 PM"
CSCO,Cisco Q3 2019 Earnings Preview,"Tue, May 14, 5:35 PM"
,U.S. crude supply makes surprise 8.63M-barrel gain - API,"Tue, May 14, 5:31 PM"
PLCE,Children's Place Retail Stores Q1 2020 Earnings Preview,"Tue, May 14, 5:30 PM"
M,Macy's Q1 2020 Earnings Preview,"Tue, May 14, 5:30 PM"
ALVOF,Alvopetro Energy Ltd. reports Q1 results,"Tue, May 14, 5:30 PM"
,Notable earnings before Wednesday’s open,"Tue, May 14, 5:30 PM"
TSEM,Tower Semiconductor Q1 2019 Earnings Preview,"Tue, May 14, 5:30 PM"
TSG,Stars Group Q1 2019 Earnings Preview,"Tue, May 14, 5:30 PM"
,Embraer S.A. Q1 2019 Earnings Preview,"Tue, May 14, 5:30 PM"
ERJ,Embraer S.A. Q1 2019 Earnings Preview,"Tue, May 14, 5:30 PM"
,Embraer S.A. Q1 2019 Earnings Preview,"Tue, May 14, 5:30 PM"
BABA,Alibaba Q4 2019 Earnings Preview,"Tue, May 14, 5:30 PM"
ILNLF,INV Metals reports Q1 results,"Tue, May 14, 5:29 PM"
BTBIF,BTB Real Estate Investment Trust reports Q1 results,"Tue, May 14, 5:29 PM"
ARMZF,Aura Minerals reports Q1 results,"Tue, May 14, 5:29 PM"
PHIO,Phio Pharmaceuticals reports Q1 results,"Tue, May 14, 5:28 PM"
,CorePoint Lodging declares $0.20 dividend,"Tue, May 14, 5:25 PM"
IDSA,Industrial Services of America reports Q1 results,"Tue, May 14, 5:23 PM"
NSEC,National Security Group reports Q1 results,"Tue, May 14, 5:22 PM"
PAGS,PagSeguro reports Q1 results,"Tue, May 14, 5:21 PM"
WVVI,Willamette Valley Vineyards reports Q1 results,"Tue, May 14, 5:20 PM"
HYKCF,Hyduke Energy Services reports Q1 results,"Tue, May 14, 5:20 PM"
EGFHF,Echelon Financial Holdings reports Q1 results,"Tue, May 14, 5:19 PM"
WYY,WidePoint -4.6% as revenues fall short despite swing to profit,"Tue, May 14, 5:19 PM"
PRRWF,Park Lawn Corporation reports Q1 results,"Tue, May 14, 5:16 PM"
CHWWF,Chesswood Group reports Q1 results,"Tue, May 14, 5:16 PM"
ZARFF,Zargon Oil &amp; Gas Ltd. reports Q1 results,"Tue, May 14, 5:15 PM"
GMO,General Moly reports Q1 results,"Tue, May 14, 5:13 PM"
LQMT,Liquidmetal Technologies reports Q1 results,"Tue, May 14, 5:13 PM"
EFLVF,Electrovaya reports Q2 results,"Tue, May 14, 5:11 PM"
MHIVF,Invesque reports Q1 results,"Tue, May 14, 5:10 PM"
ROSE,Rosehill Resources EPS of -$2.75,"Tue, May 14, 5:09 PM"
CPLG,CorePoint Lodging boosts lower end of 2019 FFO range,"Tue, May 14, 5:07 PM"
MNDJF,Mandalay Resources reports Q1 results,"Tue, May 14, 5:06 PM"
CDPYF,Canadian Apartment Properties Real Estate Investment Trust reports Q1 results,"Tue, May 14, 5:05 PM"
ROGFF,Roxgold beats on revenue,"Tue, May 14, 5:04 PM"
OHAI,OHA Investment reports Q1 results,"Tue, May 14, 5:03 PM"
,3M declares $1.44 dividend,"Tue, May 14, 5:01 PM"
BIF,Boulder Growth & Income Fund declares $0.102 dividend,"Tue, May 14, 5:01 PM"
TGC,Tengasco reports Q1 results,"Tue, May 14, 5:01 PM"
,On the hour,"Tue, May 14, 5:00 PM"
CYTX,Cytori Therapeutics reports Q1 results,"Tue, May 14, 4:59 PM"
CTUY,Century Next Financial declares $0.23 dividend,"Tue, May 14, 4:57 PM"
FIS,Fidelity National prices notes offerings to finance Worldpay deal,"Tue, May 14, 4:56 PM"
SAWLF,ShawCor declares CAD 0.15 dividend,"Tue, May 14, 4:54 PM"
NLY.PG,"Annaly Capital Management, Inc. PFD SER G declares $0.40625 dividend","Tue, May 14, 4:53 PM"
NEWR,New Relic -4.6% on light profit guidance,"Tue, May 14, 4:53 PM"
,Keyera declares CAD 0.15 dividend,"Tue, May 14, 4:51 PM"
VOXX,VOXX International reports Q4 results,"Tue, May 14, 4:51 PM"
NLY.PF,"Annaly Capital Management, Inc. 6.95% PFD SER F declares $0.434375 dividend","Tue, May 14, 4:50 PM"
,Input Capital declares CAD 0.01 dividend,"Tue, May 14, 4:49 PM"
DELTY,Delta-Galil Industries ADR declares $0.059 dividend,"Tue, May 14, 4:47 PM"
CNPRF,Condor Petroleum reports Q1 results,"Tue, May 14, 4:47 PM"
ATUUF,Altura Energy reports Q1 results,"Tue, May 14, 4:46 PM"
CTUY,Century Next Financial reports Q1 results,"Tue, May 14, 4:46 PM"
DOX,Amdocs declares $0.285 dividend,"Tue, May 14, 4:45 PM"
SCIL,Scientific Learning reports Q1 results,"Tue, May 14, 4:44 PM"
ALT,Altimmune reports Q1 results,"Tue, May 14, 4:44 PM"
DUOT,"Duos Technologies beats by $0.03, beats on revenue","Tue, May 14, 4:43 PM"
RETO,RETO Eco-Solutions reports FY results,"Tue, May 14, 4:43 PM"
ARDS,"Aridis Pharmaceuticals misses by $0.06, beats on revenue","Tue, May 14, 4:42 PM"
TOFB,Tofutti Brands reports Q1 results,"Tue, May 14, 4:41 PM"
CHMA,Chiasma inks Mycapssa supply deal with Lonza,"Tue, May 14, 4:40 PM"
EGI,Entree Resources reports Q1 results,"Tue, May 14, 4:40 PM"
CUR,Neuralstem reports Q1 results,"Tue, May 14, 4:40 PM"
,AGNC Investment declares $0.16 dividend,"Tue, May 14, 4:40 PM"
SSY,SunLink Health Systems reports Q3 results,"Tue, May 14, 4:40 PM"
ESP,Espey Mfg. &amp; Electronics misses on revenue,"Tue, May 14, 4:39 PM"
,Wyndham Hotels & Resorts declares $0.29 dividend,"Tue, May 14, 4:39 PM"
CUO,Continental Materials reports Q1 results,"Tue, May 14, 4:39 PM"
,Nordic American Tankers declares $0.03 dividend,"Tue, May 14, 4:39 PM"
DSS,Document Security Systems reports Q1 results,"Tue, May 14, 4:38 PM"
RENN,Renren reports Q4 results,"Tue, May 14, 4:37 PM"
CYCC,Cyclacel Pharmaceuticals beats by $0.08,"Tue, May 14, 4:37 PM"
OPXS,Optex Systems Holdings reports Q2 results,"Tue, May 14, 4:36 PM"
SRRK,"Scholar Rock beats by $0.08, misses on revenue","Tue, May 14, 4:36 PM"
PIH,1347 Property Insurance reports Q1 results,"Tue, May 14, 4:34 PM"
VIRT,Virtu Financial sells 7M shares to buy LLC stake from founder,"Tue, May 14, 4:34 PM"
CVM,Cel-Sci reports Q2 results,"Tue, May 14, 4:34 PM"
PRNB,Principia earns $30M milstone on start of MS study,"Tue, May 14, 4:33 PM"
KEYUF,Keyera reports Q1 results,"Tue, May 14, 4:33 PM"
O,Realty Income declares $0.226 dividend,"Tue, May 14, 4:33 PM"
DYSL,Dynasil Corporation of America reports Q2 results,"Tue, May 14, 4:33 PM"
EGHT,Comms firm 8x8 -8.2% as losses widen on higher costs,"Tue, May 14, 4:33 PM"
ALT,Altimmune reports Q1 results,"Tue, May 14, 4:32 PM"
NLST,"Netlist misses by $0.01, misses on revenue","Tue, May 14, 4:31 PM"
PDSB,PDS Biotechnology reports Q1 results,"Tue, May 14, 4:30 PM"
NAT,"Nordic American Tankers beats by $0.05, beats on revenue","Tue, May 14, 4:30 PM"
INPCF,Input Capital reports Q2 results,"Tue, May 14, 4:29 PM"
DOX,"Amdocs beats by $0.03,  revenue in-line","Tue, May 14, 4:26 PM"
FAT,FAT Brands rides Fatburger to strong growth,"Tue, May 14, 4:26 PM"
WMC,Western Asset Mortgage -5.0% after stock offering starts,"Tue, May 14, 4:25 PM"
NVUS,Novus Therapeutics misses by $0.04,"Tue, May 14, 4:25 PM"
OCX,OncoCyte beats by $0.01,"Tue, May 14, 4:24 PM"
CPLG,CorePoint Lodging beats on revenue,"Tue, May 14, 4:24 PM"
ENT,"Global Eagle Entertainment misses by $0.02, beats on revenue","Tue, May 14, 4:23 PM"
MDRR,Medalist Diversified REIT declares $0.175 dividend,"Tue, May 14, 4:22 PM"
TRWH,"Twin River Worldwide misses by $0.07, beats on revenue","Tue, May 14, 4:22 PM"
,Prudential Financial declares $1.00 dividend,"Tue, May 14, 4:22 PM"
,Columbia Property Trust declares $0.20 dividend,"Tue, May 14, 4:21 PM"
TLRY,Tilray up 7% after hours on Q1 revenue beat,"Tue, May 14, 4:21 PM"
FSM,"Fortuna Silver Mines misses by $0.01, misses on revenue","Tue, May 14, 4:21 PM"
ECOR,"ElectroCore beats by $0.07, misses on revenue","Tue, May 14, 4:20 PM"
,CubeSmart declares $0.32 dividend,"Tue, May 14, 4:20 PM"
WBAI,500.com reports Q1 results,"Tue, May 14, 4:20 PM"
,International Paper declares $0.50 dividend,"Tue, May 14, 4:19 PM"
SAWLF,ShawCor reports Q1 results,"Tue, May 14, 4:19 PM"
AGNC,AGNC Investment book value slips in April,"Tue, May 14, 4:19 PM"
IMI,"Intermolecular beats by $0.01, beats on revenue","Tue, May 14, 4:17 PM"
VCTR,"Victory Capital EPS in-line, misses on revenue","Tue, May 14, 4:17 PM"
CPIX,"Cumberland Pharmaceuticals beats by $0.22, beats on revenue","Tue, May 14, 4:17 PM"
IMXI,"International Money Express beats by $0.04, misses on revenue","Tue, May 14, 4:17 PM"
FAT,FAT Brands reports Q1 results,"Tue, May 14, 4:16 PM"
KOOL,"Cesca Therapeutics EPS in-line, misses on revenue","Tue, May 14, 4:15 PM"
TCS,The Container Store +10% after earnings topper,"Tue, May 14, 4:14 PM"
BTN,Ballantyne Strong reports Q1 results,"Tue, May 14, 4:14 PM"
KMPH,KemPharm misses by $0.04,"Tue, May 14, 4:14 PM"
REFR,Research Frontiers reports Q1 results,"Tue, May 14, 4:13 PM"
A,"Agilent down 8% after hours on FQ2 miss, revenue guidance cut","Tue, May 14, 4:12 PM"
REED,"Reed's misses by $0.03, beats on revenue","Tue, May 14, 4:12 PM"
VRML,Vermillion reports Q1 results,"Tue, May 14, 4:12 PM"
NCNA,NuCana reports Q1 results,"Tue, May 14, 4:12 PM"
SLGG,"Super League Gaming misses by $0.04, beats on revenue","Tue, May 14, 4:11 PM"
NDRA,Endra Life Sciences misses by $0.07,"Tue, May 14, 4:10 PM"
ACER,Acer Therapeutics beats by $0.08,"Tue, May 14, 4:10 PM"
WYY,WidePoint misses on revenue,"Tue, May 14, 4:10 PM"
SUNW,"Sunworks misses by $0.14, misses on revenue","Tue, May 14, 4:10 PM"
,Stocks rebound as trade worries subside,"Tue, May 14, 4:10 PM"
CRIS,Curis reports Q1 results,"Tue, May 14, 4:09 PM"
AEYE,"AudioEye misses by $0.10, misses on revenue","Tue, May 14, 4:09 PM"
ZSAN,Zosano Pharma Corporation misses by $0.01,"Tue, May 14, 4:09 PM"
TCS,"The Container Store beats by $0.03, beats on revenue","Tue, May 14, 4:08 PM"
TLRY,"Tilray misses by $0.01, beats on revenue","Tue, May 14, 4:08 PM"
EGHT,"8X8 misses by $0.07, beats on revenue","Tue, May 14, 4:07 PM"
TCON,Tracon beats by $0.02,"Tue, May 14, 4:07 PM"
NEWR,"New Relic beats by $0.07, beats on revenue","Tue, May 14, 4:06 PM"
A,"Agilent misses by $0.01, misses on revenue","Tue, May 14, 4:06 PM"
UQM,"UQM Technologies misses by $0.03, misses on revenue","Tue, May 14, 4:06 PM"
OXBR,Oxbridge Re reports Q1 results,"Tue, May 14, 4:05 PM"
BKNG,Booking Holdings names new CAO,"Tue, May 14, 4:05 PM"
,Adams Resources declares $0.24 dividend,"Tue, May 14, 4:05 PM"
OPGN,"OpGen misses by $0.12, misses on revenue","Tue, May 14, 4:05 PM"
YOGA,YogaWorks beats on revenue,"Tue, May 14, 4:04 PM"
MOGO,Mogo Finance Technology reports Q1 results,"Tue, May 14, 4:04 PM"
AUPH,"Aurinia Pharma beats by $0.01,  revenue in-line","Tue, May 14, 4:03 PM"
DARE,Dare Bioscience beats by $0.03,"Tue, May 14, 4:03 PM"
DELTY,Delta-Galil Industries ADR reports Q1 results,"Tue, May 14, 4:02 PM"
,Nasdaq up over 1%,"Tue, May 14, 4:00 PM"
UBER,Federal board says Uber drivers are contractors,"Tue, May 14, 3:57 PM"
XLF,"Household debt rises for 19th straight quarter, NY Fed says","Tue, May 14, 3:49 PM"
AMPG,Amplitech Group reports Q1 results,"Tue, May 14, 3:40 PM"
,Cummins declares $1.14 dividend,"Tue, May 14, 3:36 PM"
MGEE,MGE Energy declares $0.3375 dividend,"Tue, May 14, 3:36 PM"
UBER,A way to invest in Uber without the emotional ride,"Tue, May 14, 3:34 PM"
TRIP,TripAdvisor launches new hotel safety features,"Tue, May 14, 3:32 PM"
ABC,AmerisourceBergen gains on takeover thesis,"Tue, May 14, 3:28 PM"
STMP,Stamps.com +1.6% on Army contract,"Tue, May 14, 3:18 PM"
,Retailers likely to feel tariff pinch,"Tue, May 14, 3:16 PM"
UBER,PayPal still sees benefit from Uber partnership,"Tue, May 14, 3:15 PM"
,On the hour,"Tue, May 14, 3:00 PM"
,Chicago Rivet & Machine declares $0.22 dividend,"Tue, May 14, 2:50 PM"
,1347 Property Insurance Holdings Cum Perp Red Pfd Registered Series A declares $0.50 dividend,"Tue, May 14, 2:49 PM"
TST,Revenues up slightly for slimmer TheStreet,"Tue, May 14, 2:49 PM"
,Technology - Top 5 Gainers / Losers,"Tue, May 14, 2:45 PM"
,Trucker rates expected to fall,"Tue, May 14, 2:43 PM"
SGSVF,Sabina Gold & Silver reports Q1 results,"Tue, May 14, 2:18 PM"
GOLD,Barrick eyes second-half sale for Lumwana mine - Reuters,"Tue, May 14, 2:16 PM"
,Insteel declares $0.03 dividend,"Tue, May 14, 2:10 PM"
MUX,McEwen reports fatality at the Gold Bar mine in Nevada,"Tue, May 14, 2:09 PM"
,Key Energy Services and Chaparral Energy among Energy/Materials gainers; Westwater Resources and Americas Silver among losers,"Tue, May 14, 2:06 PM"
